#Device;NGC103
#Device Name;NO NAME
#Format;LOG
#Date;2000-01-01
#Version;01.005-02.430-03.730
#Serial No.;000100954
 #Mode;Unlimited
#Logging Interval[s];0.001
#Specified Logging Count;-----
#Specified Logging Time[s];-----
 #Sequence;Off
 #CH1 Voltage Target[V];4.200
#CH1 Current Target[A];0.200
#CH1 Sequence Delay[s];-----
#CH1 EasyArb;Off
#CH1 OVP;Off
#CH1 OPP;Off
#CH1 Ramp;Off
#CH1 Analog in;Off
 #Start Time;00:43:54
#Stop Time;00:44:23
 #Actual Count; 29911      
 U1[V];I1[A];Timestamp
4.196;0.0410;00:44:03:914
4.196;0.0740;00:44:03:915
4.180;0.0740;00:44:03:916
4.196;0.0740;00:44:03:917
4.196;0.0410;00:44:03:918
4.204;0.0740;00:44:03:919
4.196;0.0740;00:44:03:920
4.196;0.0740;00:44:03:921
4.220;0.0410;00:44:03:922
4.188;0.0740;00:44:03:923
4.196;0.0720;00:44:03:924
4.196;0.0740;00:44:03:925
4.188;0.0430;00:44:03:926
4.204;0.0730;00:44:03:927
4.196;0.0410;00:44:03:928
4.204;0.0740;00:44:03:929
4.196;0.0960;00:44:03:930
4.188;0.0410;00:44:03:931
4.204;0.0410;00:44:03:932
4.196;0.0740;00:44:03:933
4.196;0.0740;00:44:03:934
4.204;0.0410;00:44:03:935
4.196;0.0430;00:44:03:936
4.188;0.0730;00:44:03:937
4.196;0.0740;00:44:03:938
4.212;0.0420;00:44:03:939
4.196;0.0740;00:44:03:940
4.196;0.0410;00:44:03:941
4.196;0.0740;00:44:03:942
4.180;0.0610;00:44:03:943
4.196;0.0690;00:44:03:944
4.196;0.0410;00:44:03:945
4.204;0.0740;00:44:03:946
4.196;0.0740;00:44:03:947
4.188;0.0390;00:44:03:948
4.220;0.0400;00:44:03:949
4.188;0.0740;00:44:03:950
4.196;0.0740;00:44:03:951
4.220;0.0390;00:44:03:952
4.188;0.0410;00:44:03:953
4.204;0.0730;00:44:03:954
4.196;0.0740;00:44:03:955
4.212;0.0410;00:44:03:956
4.196;0.0970;00:44:03:957
4.196;0.0390;00:44:03:958
4.196;0.0740;00:44:03:959
4.196;0.0970;00:44:03:960
4.196;0.0740;00:44:03:961
4.204;0.0390;00:44:03:962
4.196;0.0740;00:44:03:963
4.196;0.0740;00:44:03:964
4.196;0.0740;00:44:03:965
4.204;0.0410;00:44:03:966
4.196;0.0730;00:44:03:967
4.196;0.0740;00:44:03:968
4.196;0.0740;00:44:03:969
4.180;0.0470;00:44:03:970
4.196;0.0710;00:44:03:971
4.196;0.0740;00:44:03:972
4.204;0.0740;00:44:03:973
4.196;0.0740;00:44:03:974
4.188;0.0390;00:44:03:975
4.196;0.0740;00:44:03:976
4.188;0.0740;00:44:03:977
4.196;0.0740;00:44:03:978
4.220;0.0390;00:44:03:979
4.188;0.0740;00:44:03:980
4.204;0.0730;00:44:03:981
4.196;0.0740;00:44:03:982
4.228;0.0410;00:44:03:983
4.172;0.0730;00:44:03:984
4.196;0.0390;00:44:03:985
4.196;0.0740;00:44:03:986
4.196;0.0970;00:44:03:987
4.196;0.0390;00:44:03:988
4.196;0.0390;00:44:03:989
4.196;0.0740;00:44:03:990
4.196;0.0740;00:44:03:991
4.196;0.0390;00:44:03:992
4.204;0.0410;00:44:03:993
4.196;0.0740;00:44:03:994
4.196;0.0740;00:44:03:995
4.212;0.0400;00:44:03:996
4.180;0.0430;00:44:03:997
4.204;0.0720;00:44:03:998
4.196;0.0740;00:44:03:999
4.188;0.0410;00:44:04:000
4.204;0.0750;00:44:04:001
4.188;0.0390;00:44:04:002
4.204;0.0740;00:44:04:003
4.196;0.0740;00:44:04:004
4.188;0.0740;00:44:04:005
4.212;0.0390;00:44:04:006
4.188;0.0740;00:44:04:007
4.196;0.0740;00:44:04:008
4.220;0.0740;00:44:04:009
4.269;0.0070;00:44:04:010
4.140;0.0700;00:44:04:011
4.188;0.0740;00:44:04:012
4.253;0.0740;00:44:04:013
4.196;0.0970;00:44:04:014
4.196;0.0020;00:44:04:015
4.196;0.0740;00:44:04:016
4.196;0.0740;00:44:04:017
4.196;0.0740;00:44:04:018
4.196;0.0030;00:44:04:019
4.204;0.0740;00:44:04:020
4.196;0.0740;00:44:04:021
4.188;0.0740;00:44:04:022
4.220;0.0040;00:44:04:023
4.180;0.0730;00:44:04:024
4.188;0.0700;00:44:04:025
4.188;0.0740;00:44:04:026
4.188;0.0070;00:44:04:027
4.212;0.0700;00:44:04:028
4.188;0.0740;00:44:04:029
4.204;0.0740;00:44:04:030
4.196;0.0890;00:44:04:031
4.188;0.0020;00:44:04:032
4.204;0.0740;00:44:04:033
4.188;0.0740;00:44:04:034
4.196;0.0740;00:44:04:035
4.212;0.0030;00:44:04:036
4.196;0.0740;00:44:04:037
4.156;0.0700;00:44:04:038
4.188;0.0740;00:44:04:039
4.236;0.0050;00:44:04:040
4.180;0.0710;00:44:04:041
4.196;0.0020;00:44:04:042
4.196;0.0740;00:44:04:043
4.188;0.0970;00:44:04:044
4.204;0.0300;00:44:04:045
4.188;0.0030;00:44:04:046
4.204;0.0740;00:44:04:047
4.196;0.0740;00:44:04:048
4.188;0.0020;00:44:04:049
4.228;0.0040;00:44:04:050
4.180;0.0730;00:44:04:051
4.196;0.0740;00:44:04:052
4.236;0.0040;00:44:04:053
4.188;0.0070;00:44:04:054
4.212;0.0700;00:44:04:055
4.188;0.0740;00:44:04:056
4.188;0.0070;00:44:04:057
4.196;0.0950;00:44:04:058
4.188;0.0020;00:44:04:059
4.204;0.0740;00:44:04:060
4.196;0.0970;00:44:04:061
4.196;0.0740;00:44:04:062
4.212;0.0030;00:44:04:063
4.196;0.0740;00:44:04:064
4.196;0.0740;00:44:04:065
4.188;0.0740;00:44:04:066
4.212;0.0420;00:44:04:067
4.196;0.0740;00:44:04:068
4.196;0.0740;00:44:04:069
4.196;0.0740;00:44:04:070
4.172;0.0540;00:44:04:071
4.196;0.0700;00:44:04:072
4.196;0.0740;00:44:04:073
4.204;0.0740;00:44:04:074
4.196;0.0740;00:44:04:075
4.188;0.0410;00:44:04:076
4.204;0.0740;00:44:04:077
4.188;0.0740;00:44:04:078
4.196;0.0740;00:44:04:079
4.220;0.0410;00:44:04:080
4.188;0.0740;00:44:04:081
4.204;0.0730;00:44:04:082
4.196;0.0740;00:44:04:083
4.212;0.0430;00:44:04:084
4.180;0.0730;00:44:04:085
4.196;0.0410;00:44:04:086
4.196;0.0740;00:44:04:087
4.196;0.0970;00:44:04:088
4.196;0.0410;00:44:04:089
4.204;0.0410;00:44:04:090
4.196;0.0740;00:44:04:091
4.196;0.0740;00:44:04:092
4.196;0.0410;00:44:04:093
4.196;0.0420;00:44:04:094
4.196;0.0740;00:44:04:095
4.196;0.0740;00:44:04:096
4.212;0.0420;00:44:04:097
4.196;0.0460;00:44:04:098
4.204;0.0720;00:44:04:099
4.196;0.0740;00:44:04:100
4.180;0.0440;00:44:04:101
4.204;0.0740;00:44:04:102
4.188;0.0410;00:44:04:103
4.204;0.0740;00:44:04:104
4.196;0.0740;00:44:04:105
4.196;0.0740;00:44:04:106
4.220;0.0410;00:44:04:107
4.188;0.0740;00:44:04:108
4.196;0.0740;00:44:04:109
4.212;0.0740;00:44:04:110
4.228;0.0430;00:44:04:111
4.172;0.0730;00:44:04:112
4.196;0.0740;00:44:04:113
4.228;0.0740;00:44:04:114
4.196;0.0970;00:44:04:115
4.196;0.0410;00:44:04:116
4.196;0.0740;00:44:04:117
4.196;0.0740;00:44:04:118
4.196;0.0740;00:44:04:119
4.196;0.0410;00:44:04:120
4.204;0.0740;00:44:04:121
4.196;0.0740;00:44:04:122
4.196;0.0740;00:44:04:123
4.212;0.0420;00:44:04:124
4.188;0.0740;00:44:04:125
4.196;0.0740;00:44:04:126
4.196;0.0740;00:44:04:127
4.188;0.0420;00:44:04:128
4.204;0.0720;00:44:04:129
4.196;0.0740;00:44:04:130
4.204;0.0740;00:44:04:131
4.196;0.0740;00:44:04:132
4.196;0.0390;00:44:04:133
4.204;0.0740;00:44:04:134
4.196;0.0740;00:44:04:135
4.196;0.0740;00:44:04:136
4.212;0.0390;00:44:04:137
4.196;0.0740;00:44:04:138
4.172;0.0730;00:44:04:139
4.196;0.0740;00:44:04:140
4.228;0.0410;00:44:04:141
4.180;0.0730;00:44:04:142
4.196;0.0390;00:44:04:143
4.196;0.0740;00:44:04:144
4.196;0.0970;00:44:04:145
4.196;0.0390;00:44:04:146
4.196;0.0390;00:44:04:147
4.204;0.0740;00:44:04:148
4.196;0.0740;00:44:04:149
4.196;0.0390;00:44:04:150
4.212;0.0400;00:44:04:151
4.188;0.0740;00:44:04:152
4.196;0.0740;00:44:04:153
4.220;0.0400;00:44:04:154
4.188;0.0410;00:44:04:155
4.204;0.0720;00:44:04:156
4.196;0.0740;00:44:04:157
4.188;0.0410;00:44:04:158
4.196;0.0740;00:44:04:159
4.188;0.0390;00:44:04:160
4.204;0.0740;00:44:04:161
4.196;0.0950;00:44:04:162
4.196;0.0740;00:44:04:163
4.212;0.0390;00:44:04:164
4.196;0.0740;00:44:04:165
4.196;0.0740;00:44:04:166
4.196;0.0740;00:44:04:167
4.228;0.0410;00:44:04:168
4.188;0.0730;00:44:04:169
4.196;0.0740;00:44:04:170
4.196;0.0740;00:44:04:171
4.196;0.0970;00:44:04:172
4.196;0.0390;00:44:04:173
4.196;0.0740;00:44:04:174
4.204;0.0740;00:44:04:175
4.196;0.0740;00:44:04:176
4.196;0.0390;00:44:04:177
4.204;0.0740;00:44:04:178
4.188;0.0740;00:44:04:179
4.196;0.0740;00:44:04:180
4.220;0.0400;00:44:04:181
4.188;0.0740;00:44:04:182
4.196;0.0720;00:44:04:183
4.196;0.0740;00:44:04:184
4.188;0.0410;00:44:04:185
4.204;0.0700;00:44:04:186
4.188;0.0020;00:44:04:187
4.204;0.0740;00:44:04:188
4.196;0.0960;00:44:04:189
4.196;0.0020;00:44:04:190
4.204;0.0030;00:44:04:191
4.188;0.0740;00:44:04:192
4.196;0.0740;00:44:04:193
4.204;0.0030;00:44:04:194
4.196;0.0060;00:44:04:195
4.172;0.0710;00:44:04:196
4.188;0.0740;00:44:04:197
4.220;0.0050;00:44:04:198
4.196;0.0970;00:44:04:199
4.204;0.0020;00:44:04:200
4.196;0.0740;00:44:04:201
4.172;0.0180;00:44:04:202
4.204;0.0740;00:44:04:203
4.188;0.0030;00:44:04:204
4.204;0.0740;00:44:04:205
4.196;0.0740;00:44:04:206
4.188;0.0740;00:44:04:207
4.204;0.0740;00:44:04:208
4.180;0.0730;00:44:04:209
4.196;0.0740;00:44:04:210
4.228;0.0030;00:44:04:211
4.188;0.0070;00:44:04:212
4.204;0.0700;00:44:04:213
4.188;0.0740;00:44:04:214
4.261;0.0070;00:44:04:215
4.196;0.0970;00:44:04:216
4.196;0.0020;00:44:04:217
4.204;0.0740;00:44:04:218
4.196;0.0970;00:44:04:219
4.196;0.0740;00:44:04:220
4.204;0.0030;00:44:04:221
4.204;0.0740;00:44:04:222
4.196;0.0740;00:44:04:223
4.188;0.0740;00:44:04:224
4.220;0.0050;00:44:04:225
4.188;0.0720;00:44:04:226
4.188;0.0740;00:44:04:227
4.196;0.0740;00:44:04:228
4.180;0.0090;00:44:04:229
4.204;0.0690;00:44:04:230
4.196;0.0740;00:44:04:231
4.204;0.0740;00:44:04:232
4.196;0.0750;00:44:04:233
4.188;0.0020;00:44:04:234
4.204;0.0740;00:44:04:235
4.180;0.0730;00:44:04:236
4.196;0.0740;00:44:04:237
4.228;0.0030;00:44:04:238
4.188;0.0740;00:44:04:239
4.164;0.0700;00:44:04:240
4.188;0.0740;00:44:04:241
4.269;0.0060;00:44:04:242
4.148;0.0700;00:44:04:243
4.196;0.0020;00:44:04:244
4.204;0.0740;00:44:04:245
4.196;0.0970;00:44:04:246
4.196;0.0410;00:44:04:247
4.196;0.0410;00:44:04:248
4.196;0.0740;00:44:04:249
4.196;0.0740;00:44:04:250
4.196;0.0410;00:44:04:251
4.212;0.0420;00:44:04:252
4.196;0.0740;00:44:04:253
4.196;0.0740;00:44:04:254
4.212;0.0410;00:44:04:255
4.188;0.0440;00:44:04:256
4.204;0.0720;00:44:04:257
4.196;0.0740;00:44:04:258
4.188;0.0440;00:44:04:259
4.196;0.0740;00:44:04:260
4.188;0.0410;00:44:04:261
4.204;0.0740;00:44:04:262
4.196;0.0880;00:44:04:263
4.196;0.0740;00:44:04:264
4.212;0.0410;00:44:04:265
4.196;0.0740;00:44:04:266
4.196;0.0740;00:44:04:267
4.196;0.0740;00:44:04:268
4.236;0.0430;00:44:04:269
4.180;0.0730;00:44:04:270
4.196;0.0740;00:44:04:271
4.196;0.0740;00:44:04:272
4.196;0.0970;00:44:04:273
4.196;0.0410;00:44:04:274
4.196;0.0740;00:44:04:275
4.196;0.0740;00:44:04:276
4.196;0.0750;00:44:04:277
4.196;0.0410;00:44:04:278
4.204;0.0740;00:44:04:279
4.196;0.0740;00:44:04:280
4.196;0.0740;00:44:04:281
4.220;0.0410;00:44:04:282
4.188;0.0740;00:44:04:283
4.196;0.0720;00:44:04:284
4.196;0.0740;00:44:04:285
4.188;0.0440;00:44:04:286
4.204;0.0730;00:44:04:287
4.196;0.0410;00:44:04:288
4.204;0.0740;00:44:04:289
4.196;0.0920;00:44:04:290
4.188;0.0410;00:44:04:291
4.204;0.0410;00:44:04:292
4.196;0.0740;00:44:04:293
4.196;0.0750;00:44:04:294
4.204;0.0410;00:44:04:295
4.196;0.0430;00:44:04:296
4.180;0.0730;00:44:04:297
4.196;0.0740;00:44:04:298
4.212;0.0420;00:44:04:299
4.196;0.0970;00:44:04:300
4.196;0.0410;00:44:04:301
4.196;0.0740;00:44:04:302
4.188;0.0970;00:44:04:303
4.196;0.0600;00:44:04:304
4.196;0.0410;00:44:04:305
4.204;0.0740;00:44:04:306
4.196;0.0740;00:44:04:307
4.188;0.0390;00:44:04:308
4.220;0.0400;00:44:04:309
4.188;0.0740;00:44:04:310
4.196;0.0740;00:44:04:311
4.220;0.0400;00:44:04:312
4.188;0.0410;00:44:04:313
4.204;0.0730;00:44:04:314
4.196;0.0740;00:44:04:315
4.188;0.0410;00:44:04:316
4.196;0.0940;00:44:04:317
4.196;0.0390;00:44:04:318
4.196;0.0740;00:44:04:319
4.196;0.0970;00:44:04:320
4.196;0.0740;00:44:04:321
4.204;0.0390;00:44:04:322
4.196;0.0740;00:44:04:323
4.196;0.0740;00:44:04:324
4.196;0.0740;00:44:04:325
4.212;0.0410;00:44:04:326
4.196;0.0730;00:44:04:327
4.196;0.0740;00:44:04:328
4.196;0.0740;00:44:04:329
4.180;0.0860;00:44:04:330
4.196;0.0650;00:44:04:331
4.196;0.0740;00:44:04:332
4.204;0.0740;00:44:04:333
4.196;0.0740;00:44:04:334
4.188;0.0390;00:44:04:335
4.204;0.0740;00:44:04:336
4.188;0.0740;00:44:04:337
4.196;0.0740;00:44:04:338
4.220;0.0400;00:44:04:339
4.188;0.0740;00:44:04:340
4.204;0.0730;00:44:04:341
4.196;0.0740;00:44:04:342
4.196;0.0410;00:44:04:343
4.188;0.0730;00:44:04:344
4.196;0.0390;00:44:04:345
4.204;0.0740;00:44:04:346
4.196;0.0970;00:44:04:347
4.196;0.0390;00:44:04:348
4.204;0.0390;00:44:04:349
4.196;0.0740;00:44:04:350
4.196;0.0750;00:44:04:351
4.196;0.0390;00:44:04:352
4.212;0.0410;00:44:04:353
4.196;0.0740;00:44:04:354
4.196;0.0740;00:44:04:355
4.212;0.0410;00:44:04:356
4.180;0.0490;00:44:04:357
4.204;0.0710;00:44:04:358
4.196;0.0740;00:44:04:359
4.188;0.0420;00:44:04:360
4.196;0.0750;00:44:04:361
4.188;0.0390;00:44:04:362
4.204;0.0740;00:44:04:363
4.196;0.0740;00:44:04:364
4.188;0.0740;00:44:04:365
4.253;0.0050;00:44:04:366
4.180;0.0730;00:44:04:367
4.196;0.0740;00:44:04:368
4.220;0.0740;00:44:04:369
4.261;0.0070;00:44:04:370
4.140;0.0700;00:44:04:371
4.188;0.0740;00:44:04:372
4.261;0.0740;00:44:04:373
4.196;0.0970;00:44:04:374
4.196;0.0020;00:44:04:375
4.204;0.0740;00:44:04:376
4.196;0.0740;00:44:04:377
4.196;0.0740;00:44:04:378
4.196;0.0030;00:44:04:379
4.204;0.0740;00:44:04:380
4.196;0.0720;00:44:04:381
4.188;0.0740;00:44:04:382
4.220;0.0040;00:44:04:383
4.180;0.0730;00:44:04:384
4.188;0.0690;00:44:04:385
4.196;0.0740;00:44:04:386
4.180;0.0080;00:44:04:387
4.212;0.0700;00:44:04:388
4.188;0.0020;00:44:04:389
4.204;0.0740;00:44:04:390
4.196;0.0740;00:44:04:391
4.188;0.0020;00:44:04:392
4.204;0.0740;00:44:04:393
4.180;0.0730;00:44:04:394
4.196;0.0740;00:44:04:395
4.220;0.0030;00:44:04:396
4.188;0.0740;00:44:04:397
4.148;0.0700;00:44:04:398
4.188;0.0740;00:44:04:399
4.253;0.0060;00:44:04:400
4.180;0.0710;00:44:04:401
4.196;0.0020;00:44:04:402
4.196;0.0740;00:44:04:403
4.196;0.0970;00:44:04:404
4.204;0.0020;00:44:04:405
4.188;0.0030;00:44:04:406
4.204;0.0740;00:44:04:407
4.196;0.0740;00:44:04:408
4.188;0.0020;00:44:04:409
4.220;0.0040;00:44:04:410
4.180;0.0720;00:44:04:411
4.196;0.0740;00:44:04:412
4.228;0.0040;00:44:04:413
4.188;0.0070;00:44:04:414
4.212;0.0700;00:44:04:415
4.188;0.0740;00:44:04:416
4.188;0.0070;00:44:04:417
4.196;0.0880;00:44:04:418
4.188;0.0020;00:44:04:419
4.204;0.0740;00:44:04:420
4.196;0.0970;00:44:04:421
4.196;0.0740;00:44:04:422
4.220;0.0030;00:44:04:423
4.196;0.0740;00:44:04:424
4.196;0.0740;00:44:04:425
4.196;0.0740;00:44:04:426
4.212;0.0430;00:44:04:427
4.188;0.0740;00:44:04:428
4.196;0.0740;00:44:04:429
4.196;0.0740;00:44:04:430
4.188;0.0970;00:44:04:431
4.196;0.0470;00:44:04:432
4.196;0.0740;00:44:04:433
4.204;0.0740;00:44:04:434
4.196;0.0740;00:44:04:435
4.188;0.0410;00:44:04:436
4.204;0.0740;00:44:04:437
4.188;0.0740;00:44:04:438
4.196;0.0740;00:44:04:439
4.220;0.0410;00:44:04:440
4.188;0.0740;00:44:04:441
4.204;0.0730;00:44:04:442
4.196;0.0740;00:44:04:443
4.188;0.0430;00:44:04:444
4.196;0.0730;00:44:04:445
4.188;0.0410;00:44:04:446
4.204;0.0740;00:44:04:447
4.196;0.0970;00:44:04:448
4.196;0.0410;00:44:04:449
4.204;0.0410;00:44:04:450
4.204;0.0740;00:44:04:451
4.196;0.0740;00:44:04:452
4.196;0.0410;00:44:04:453
4.204;0.0420;00:44:04:454
4.196;0.0730;00:44:04:455
4.196;0.0740;00:44:04:456
4.204;0.0420;00:44:04:457
4.196;0.0960;00:44:04:458
4.196;0.0620;00:44:04:459
4.196;0.0740;00:44:04:460
4.180;0.0450;00:44:04:461
4.204;0.0750;00:44:04:462
4.196;0.0410;00:44:04:463
4.204;0.0740;00:44:04:464
4.196;0.0740;00:44:04:465
4.196;0.0740;00:44:04:466
4.220;0.0410;00:44:04:467
4.188;0.0740;00:44:04:468
4.196;0.0740;00:44:04:469
4.220;0.0740;00:44:04:470
4.188;0.0430;00:44:04:471
4.196;0.0730;00:44:04:472
4.196;0.0740;00:44:04:473
4.236;0.0740;00:44:04:474
4.196;0.0970;00:44:04:475
4.196;0.0410;00:44:04:476
4.204;0.0740;00:44:04:477
4.196;0.0740;00:44:04:478
4.196;0.0740;00:44:04:479
4.204;0.0410;00:44:04:480
4.196;0.0740;00:44:04:481
4.196;0.0740;00:44:04:482
4.196;0.0740;00:44:04:483
4.204;0.0420;00:44:04:484
4.196;0.0740;00:44:04:485
4.196;0.0740;00:44:04:486
4.196;0.0740;00:44:04:487
4.180;0.0430;00:44:04:488
4.204;0.0720;00:44:04:489
4.196;0.0740;00:44:04:490
4.204;0.0740;00:44:04:491
4.196;0.0740;00:44:04:492
4.196;0.0390;00:44:04:493
4.204;0.0740;00:44:04:494
4.188;0.0740;00:44:04:495
4.196;0.0740;00:44:04:496
4.220;0.0390;00:44:04:497
4.196;0.0740;00:44:04:498
4.188;0.0730;00:44:04:499
4.196;0.0740;00:44:04:500
4.236;0.0410;00:44:04:501
4.172;0.0730;00:44:04:502
4.196;0.0390;00:44:04:503
4.196;0.0740;00:44:04:504
4.196;0.0970;00:44:04:505
4.196;0.0390;00:44:04:506
4.196;0.0390;00:44:04:507
4.204;0.0740;00:44:04:508
4.196;0.0740;00:44:04:509
4.196;0.0390;00:44:04:510
4.212;0.0410;00:44:04:511
4.196;0.0740;00:44:04:512
4.196;0.0740;00:44:04:513
4.212;0.0400;00:44:04:514
4.180;0.0430;00:44:04:515
4.204;0.0720;00:44:04:516
4.196;0.0740;00:44:04:517
4.188;0.0410;00:44:04:518
4.196;0.0740;00:44:04:519
4.188;0.0390;00:44:04:520
4.204;0.0740;00:44:04:521
4.196;0.0740;00:44:04:522
4.196;0.0740;00:44:04:523
4.220;0.0400;00:44:04:524
4.196;0.0740;00:44:04:525
4.196;0.0740;00:44:04:526
4.196;0.0740;00:44:04:527
4.236;0.0410;00:44:04:528
4.172;0.0730;00:44:04:529
4.196;0.0740;00:44:04:530
4.196;0.0740;00:44:04:531
4.196;0.0970;00:44:04:532
4.196;0.0390;00:44:04:533
4.196;0.0740;00:44:04:534
4.204;0.0740;00:44:04:535
4.196;0.0740;00:44:04:536
4.196;0.0390;00:44:04:537
4.204;0.0740;00:44:04:538
4.196;0.0740;00:44:04:539
4.196;0.0750;00:44:04:540
4.212;0.0400;00:44:04:541
4.196;0.0740;00:44:04:542
4.204;0.0720;00:44:04:543
4.196;0.0740;00:44:04:544
4.188;0.0410;00:44:04:545
4.204;0.0700;00:44:04:546
4.188;0.0020;00:44:04:547
4.204;0.0740;00:44:04:548
4.196;0.0740;00:44:04:549
4.188;0.0020;00:44:04:550
4.204;0.0030;00:44:04:551
4.180;0.0730;00:44:04:552
4.196;0.0740;00:44:04:553
4.220;0.0030;00:44:04:554
4.188;0.0070;00:44:04:555
4.140;0.0700;00:44:04:556
4.188;0.0740;00:44:04:557
4.261;0.0060;00:44:04:558
4.164;0.0970;00:44:04:559
4.188;0.0970;00:44:04:560
4.196;0.0740;00:44:04:561
4.196;0.0970;00:44:04:562
4.204;0.0740;00:44:04:563
4.196;0.0030;00:44:04:564
4.204;0.0740;00:44:04:565
4.196;0.0740;00:44:04:566
4.188;0.0740;00:44:04:567
4.220;0.0050;00:44:04:568
4.180;0.0720;00:44:04:569
4.196;0.0740;00:44:04:570
4.228;0.0740;00:44:04:571
4.188;0.0080;00:44:04:572
4.212;0.0700;00:44:04:573
4.188;0.0740;00:44:04:574
4.188;0.0070;00:44:04:575
4.196;0.0740;00:44:04:576
4.188;0.0020;00:44:04:577
4.204;0.0740;00:44:04:578
4.196;0.0940;00:44:04:579
4.196;0.0740;00:44:04:580
4.220;0.0030;00:44:04:581
4.188;0.0740;00:44:04:582
4.196;0.0740;00:44:04:583
4.188;0.0740;00:44:04:584
4.261;0.0060;00:44:04:585
4.164;0.0700;00:44:04:586
4.188;0.0740;00:44:04:587
4.196;0.0740;00:44:04:588
4.196;0.0970;00:44:04:589
4.204;0.0020;00:44:04:590
4.196;0.0740;00:44:04:591
4.204;0.0740;00:44:04:592
4.196;0.0740;00:44:04:593
4.188;0.0030;00:44:04:594
4.204;0.0740;00:44:04:595
4.188;0.0720;00:44:04:596
4.188;0.0740;00:44:04:597
4.228;0.0040;00:44:04:598
4.180;0.0730;00:44:04:599
4.212;0.0700;00:44:04:600
4.188;0.0740;00:44:04:601
4.188;0.0070;00:44:04:602
4.212;0.0700;00:44:04:603
4.188;0.0020;00:44:04:604
4.204;0.0740;00:44:04:605
4.196;0.0920;00:44:04:606
4.196;0.0410;00:44:04:607
4.212;0.0410;00:44:04:608
4.196;0.0740;00:44:04:609
4.196;0.0740;00:44:04:610
4.204;0.0410;00:44:04:611
4.236;0.0430;00:44:04:612
4.180;0.0730;00:44:04:613
4.196;0.0740;00:44:04:614
4.220;0.0430;00:44:04:615
4.196;0.0970;00:44:04:616
4.196;0.0410;00:44:04:617
4.196;0.0740;00:44:04:618
4.196;0.0970;00:44:04:619
4.196;0.0750;00:44:04:620
4.196;0.0680;00:44:04:621
4.196;0.1000;00:44:04:622
4.196;0.1000;00:44:04:623
4.196;0.1010;00:44:04:624
4.212;0.0700;00:44:04:625
4.188;0.1000;00:44:04:626
4.196;0.1010;00:44:04:627
4.196;0.1010;00:44:04:628
4.188;0.0710;00:44:04:629
4.204;0.0990;00:44:04:630
4.188;0.1010;00:44:04:631
4.204;0.1010;00:44:04:632
4.196;0.1010;00:44:04:633
4.196;0.0690;00:44:04:634
4.204;0.1010;00:44:04:635
4.196;0.1000;00:44:04:636
4.196;0.1010;00:44:04:637
4.212;0.0700;00:44:04:638
4.196;0.1010;00:44:04:639
4.196;0.1000;00:44:04:640
4.196;0.1010;00:44:04:641
4.220;0.0710;00:44:04:642
4.188;0.1000;00:44:04:643
4.196;0.0690;00:44:04:644
4.196;0.1010;00:44:04:645
4.196;0.1230;00:44:04:646
4.196;0.0690;00:44:04:647
4.196;0.0690;00:44:04:648
4.204;0.1010;00:44:04:649
4.196;0.1010;00:44:04:650
4.196;0.0700;00:44:04:651
4.204;0.0700;00:44:04:652
4.188;0.1000;00:44:04:653
4.196;0.1010;00:44:04:654
4.220;0.0700;00:44:04:655
4.188;0.0720;00:44:04:656
4.204;0.1000;00:44:04:657
4.196;0.1010;00:44:04:658
4.188;0.0720;00:44:04:659
4.204;0.1010;00:44:04:660
4.196;0.0690;00:44:04:661
4.196;0.1010;00:44:04:662
4.196;0.1200;00:44:04:663
4.196;0.1020;00:44:04:664
4.212;0.0700;00:44:04:665
4.196;0.1010;00:44:04:666
4.196;0.1020;00:44:04:667
4.204;0.0670;00:44:04:668
4.228;0.0700;00:44:04:669
4.188;0.1000;00:44:04:670
4.196;0.1010;00:44:04:671
4.212;0.0690;00:44:04:672
4.196;0.1230;00:44:04:673
4.196;0.0670;00:44:04:674
4.196;0.1010;00:44:04:675
4.188;0.1220;00:44:04:676
4.204;0.1020;00:44:04:677
4.196;0.0670;00:44:04:678
4.204;0.1010;00:44:04:679
4.196;0.1020;00:44:04:680
4.196;0.1020;00:44:04:681
4.220;0.0680;00:44:04:682
4.188;0.1000;00:44:04:683
4.196;0.1020;00:44:04:684
4.196;0.1010;00:44:04:685
4.188;0.0700;00:44:04:686
4.204;0.1000;00:44:04:687
4.188;0.1010;00:44:04:688
4.196;0.1010;00:44:04:689
4.196;0.1190;00:44:04:690
4.196;0.0670;00:44:04:691
4.196;0.1010;00:44:04:692
4.196;0.1010;00:44:04:693
4.196;0.1020;00:44:04:694
4.204;0.0670;00:44:04:695
4.196;0.1010;00:44:04:696
4.180;0.1000;00:44:04:697
4.196;0.1020;00:44:04:698
4.212;0.0690;00:44:04:699
4.188;0.1000;00:44:04:700
4.196;0.0670;00:44:04:701
4.196;0.1010;00:44:04:702
4.196;0.1230;00:44:04:703
4.196;0.0690;00:44:04:704
4.196;0.0670;00:44:04:705
4.204;0.1010;00:44:04:706
4.204;0.1020;00:44:04:707
4.196;0.0670;00:44:04:708
4.220;0.0680;00:44:04:709
4.188;0.1000;00:44:04:710
4.196;0.1020;00:44:04:711
4.220;0.0680;00:44:04:712
4.188;0.0700;00:44:04:713
4.204;0.1000;00:44:04:714
4.196;0.1020;00:44:04:715
4.188;0.0700;00:44:04:716
4.196;0.1120;00:44:04:717
4.196;0.0670;00:44:04:718
